"name:ca","nObjectes","nCasos","nObjectesNomWikidata","nCasosNomWikidata","revisat","informe","type","id","name","regio","admin_level","wikidata","nObjectesEditat","nCasosEditat","nObjectesNomWikidataEditat","nCasosNomWikidataEditat"
"Lloret de Mar",403,342,3,3,FALSE,"PPCC/name-name:ca/informes/informe-Principat-Lloret de Mar_name-name:ca.tsv","relation",345039,"Lloret de Mar","Principat",8,"Q12977",1167,743,4,4
"Benicàssim",473,338,0,0,FALSE,"PPCC/name-name:ca/informes/informe-PV-Benicàssim_name-name:ca.tsv","relation",344591,"Benicàssim / Benicasim","PV",8,"Q636467",169,104,0,0
"Martorell",427,338,6,6,FALSE,"PPCC/name-name:ca/informes/informe-Principat-Martorell_name-name:ca.tsv","relation",346746,"Martorell","Principat",8,"Q15623",592,301,6,5
"Aldaia",372,337,0,0,FALSE,"PPCC/name-name:ca/informes/informe-PV-Aldaia_name-name:ca.tsv","relation",340328,"Aldaia","PV",8,"Q368431",617,222,0,0
"la Vall d'en Bas",475,337,1,1,FALSE,"PPCC/name-name:ca/informes/informe-Principat-la Vall d'en Bas_name-name:ca.tsv","relation",343311,"la Vall d'en Bas","Principat",8,"Q12710",430,313,3,3
"Pià",473,333,1,1,FALSE,"PPCC/name-name:ca/informes/informe-CatNord-Pià_name-name:ca.tsv","relation",18351,"Pia","CatNord",8,"Q510703",9,7,0,0
"la Torre de Cabdella",410,331,13,7,FALSE,"PPCC/name-name:ca/informes/informe-Principat-la Torre de Cabdella_name-name:ca.tsv","relation",347639,"la Torre de Cabdella","Principat",8,"Q18271",427,281,20,12
"Portvendres",520,330,13,13,FALSE,"PPCC/name-name:ca/informes/informe-CatNord-Portvendres_name-name:ca.tsv","relation",81599,"Port-Vendres","CatNord",8,"Q204648",8,8,1,1
"Llíria",412,329,0,0,FALSE,"PPCC/name-name:ca/informes/informe-PV-Llíria_name-name:ca.tsv","relation",343329,"Llíria","PV",8,"Q23067",800,565,0,0
"Font-romeu, Odelló i Vià",530,325,3,3,FALSE,"PPCC/name-name:ca/informes/informe-CatNord-Font-romeu, Odelló i Vià_name-name:ca.tsv","relation",18496,"Font-Romeu-Odeillo-Via","CatNord",8,"Q458715",29,13,1,1
"Vilassar de Mar",425,324,4,4,FALSE,"PPCC/name-name:ca/informes/informe-Principat-Vilassar de Mar_name-name:ca.tsv","relation",343236,"Vilassar de Mar","Principat",8,"Q12071",379,219,3,3
"Amposta",420,319,28,28,FALSE,"PPCC/name-name:ca/informes/informe-Principat-Amposta_name-name:ca.tsv","relation",346858,"Amposta","Principat",8,"Q477311",781,446,17,16
"la Vila Joiosa",373,318,1,1,FALSE,"PPCC/name-name:ca/informes/informe-PV-la Vila Joiosa_name-name:ca.tsv","relation",341241,"la Vila Joiosa / Villajoyosa","PV",8,"Q935589",407,258,5,1
"Salelles",468,317,0,0,FALSE,"PPCC/name-name:ca/informes/informe-CatNord-Salelles_name-name:ca.tsv","relation",271536,"Saleilles","CatNord",8,"Q1369439",12,10,0,0
"Torrelles de la Salanca",466,317,0,0,FALSE,"PPCC/name-name:ca/informes/informe-CatNord-Torrelles de la Salanca_name-name:ca.tsv","relation",74993,"Torreilles","CatNord",8,"Q752160",20,6,0,0
"Valldemossa",343,317,5,5,FALSE,"PPCC/name-name:ca/informes/informe-Illes-Valldemossa_name-name:ca.tsv","relation",345709,"Valldemossa","Illes",8,"Q832967",343,265,2,2
"Àger",361,316,3,3,FALSE,"PPCC/name-name:ca/informes/informe-Principat-Àger_name-name:ca.tsv","relation",348146,"Àger","Principat",8,"Q372127",457,339,1,1
"Palamós",390,315,3,3,FALSE,"PPCC/name-name:ca/informes/informe-Principat-Palamós_name-name:ca.tsv","relation",345522,"Palamós","Principat",8,"Q13491",620,360,5,5
"Sant Adrià de Besòs",506,315,9,9,FALSE,"PPCC/name-name:ca/informes/informe-Principat-Sant Adrià de Besòs_name-name:ca.tsv","relation",348950,"Sant Adrià de Besòs","Principat",8,"Q15471",1116,315,60,11
"Clairà",405,313,0,0,FALSE,"PPCC/name-name:ca/informes/informe-CatNord-Clairà_name-name:ca.tsv","relation",1382208,"Claira","CatNord",8,"Q199773",31,17,0,0
"Sort",417,313,2,2,FALSE,"PPCC/name-name:ca/informes/informe-Principat-Sort_name-name:ca.tsv","relation",347357,"Sort","Principat",8,"Q12690",313,186,7,7
"Sant Feliu de Llobregat",444,312,9,8,FALSE,"PPCC/name-name:ca/informes/informe-Principat-Sant Feliu de Llobregat_name-name:ca.tsv","relation",343436,"Sant Feliu de Llobregat","Principat",8,"Q15639",1076,471,7,7
"Tortosa",388,312,11,11,FALSE,"PPCC/name-name:ca/informes/informe-Principat-Tortosa_name-name:ca.tsv","relation",344613,"Tortosa","Principat",8,"Q12812",1186,792,4,4
"el Vendrell",456,309,6,5,FALSE,"PPCC/name-name:ca/informes/informe-Principat-el Vendrell_name-name:ca.tsv","relation",340193,"el Vendrell","Principat",8,"Q929759",1729,924,5,5
"Gurb",446,306,2,2,FALSE,"PPCC/name-name:ca/informes/informe-Principat-Gurb_name-name:ca.tsv","relation",345400,"Gurb","Principat",8,"Q13783",521,293,1,1
"Sant Joan Despí",464,305,7,7,FALSE,"PPCC/name-name:ca/informes/informe-Principat-Sant Joan Despí_name-name:ca.tsv","relation",343449,"Sant Joan Despí","Principat",8,"Q15640",559,229,6,6
"Solsona",356,303,3,3,FALSE,"PPCC/name-name:ca/informes/informe-Principat-Solsona_name-name:ca.tsv","relation",347349,"Solsona","Principat",8,"Q507621",621,381,7,5
"Bompàs",488,302,0,0,FALSE,"PPCC/name-name:ca/informes/informe-CatNord-Bompàs_name-name:ca.tsv","relation",18352,"Bompas","CatNord",8,"Q1071937",9,5,0,0
"Ripoll",425,302,6,6,FALSE,"PPCC/name-name:ca/informes/informe-Principat-Ripoll_name-name:ca.tsv","relation",340544,"Ripoll","Principat",8,"Q12335",582,362,4,4
"Santa Maria del Camí",358,302,27,27,FALSE,"PPCC/name-name:ca/informes/informe-Illes-Santa Maria del Camí_name-name:ca.tsv","relation",342256,"Santa María del Camí","Illes",8,"Q943948",389,250,3,3
"Santa Coloma de Cervelló",368,299,2,2,FALSE,"PPCC/name-name:ca/informes/informe-Principat-Santa Coloma de Cervelló_name-name:ca.tsv","relation",345486,"Santa Coloma de Cervelló","Principat",8,"Q15632",464,287,3,3
"Vandellòs i l'Hospitalet de l'Infant",524,299,3,3,FALSE,"PPCC/name-name:ca/informes/informe-Principat-Vandellòs i l'Hospitalet de l'Infant_name-name:ca.tsv","relation",340194,"Vandellòs i l'Hospitalet de l'Infant","Principat",8,"Q983564",737,386,4,2
"Algaida",327,298,0,0,FALSE,"PPCC/name-name:ca/informes/informe-Illes-Algaida_name-name:ca.tsv","relation",347550,"Algaida","Illes",8,"Q851011",413,331,0,0
"Sant Celoni",447,298,3,3,FALSE,"PPCC/name-name:ca/informes/informe-Principat-Sant Celoni_name-name:ca.tsv","relation",347543,"Sant Celoni","Principat",8,"Q15441",759,423,4,4
"Mutxamel",412,297,1,1,FALSE,"PPCC/name-name:ca/informes/informe-PV-Mutxamel_name-name:ca.tsv","relation",341447,"Mutxamel","PV",8,"Q1631458",480,347,1,1
"Pollestres",427,294,1,1,FALSE,"PPCC/name-name:ca/informes/informe-CatNord-Pollestres_name-name:ca.tsv","relation",273497,"Pollestres","CatNord",8,"Q779238",7,7,0,0
"Riba-roja de Túria",466,291,1,1,FALSE,"PPCC/name-name:ca/informes/informe-PV-Riba-roja de Túria_name-name:ca.tsv","relation",342356,"Riba-roja de Túria","PV",8,"Q23701",538,343,0,0
"sa Pobla",351,291,5,5,FALSE,"PPCC/name-name:ca/informes/informe-Illes-sa Pobla_name-name:ca.tsv","relation",347624,"sa Pobla","Illes",8,"Q984493",412,314,4,4
"Cànoes",425,289,0,0,FALSE,"PPCC/name-name:ca/informes/informe-CatNord-Cànoes_name-name:ca.tsv","relation",18316,"Canohès","CatNord",8,"Q598624",7,6,0,0
"Xeraco",331,289,0,0,FALSE,"PPCC/name-name:ca/informes/informe-PV-Xeraco_name-name:ca.tsv","relation",343334,"Xeraco","PV",8,"Q1312533",235,143,0,0
"L'Eliana",415,288,0,0,FALSE,"PPCC/name-name:ca/informes/informe-PV-L'Eliana_name-name:ca.tsv","relation",344537,"L'Eliana","PV",8,"Q1998520",529,361,0,0
"Castelló d'Empúries",420,287,3,3,FALSE,"PPCC/name-name:ca/informes/informe-Principat-Castelló d'Empúries_name-name:ca.tsv","relation",347511,"Castelló d'Empúries","Principat",8,"Q11286",666,330,1,1
"Olivella",337,286,1,1,FALSE,"PPCC/name-name:ca/informes/informe-Principat-Olivella_name-name:ca.tsv","relation",345996,"Olivella","Principat",8,"Q15557",395,331,0,0
"Sant Andreu de la Barca",315,283,3,3,FALSE,"PPCC/name-name:ca/informes/informe-Principat-Sant Andreu de la Barca_name-name:ca.tsv","relation",348948,"Sant Andreu de la Barca","Principat",8,"Q15634",583,274,6,6
"Vilanova de Raò",390,282,12,12,FALSE,"PPCC/name-name:ca/informes/informe-CatNord-Vilanova de Raò_name-name:ca.tsv","relation",18326,"Villeneuve-de-la-Raho","CatNord",8,"Q1110142",7,6,0,0
"Alp",378,280,2,2,FALSE,"PPCC/name-name:ca/informes/informe-Principat-Alp_name-name:ca.tsv","relation",348059,"Alp","Principat",8,"Q13731",413,229,1,1
"Benavarri",313,280,3,3,FALSE,"PPCC/name-name:ca/informes/informe-Franja-Benavarri_name-name:ca.tsv","relation",348026,"Benabarre","Franja",8,"Q816666",26,25,1,1
"Queralbs",341,280,2,2,FALSE,"PPCC/name-name:ca/informes/informe-Principat-Queralbs_name-name:ca.tsv","relation",347515,"Queralbs","Principat",8,"Q12327",282,211,7,3
"Ordino",309,275,16,16,FALSE,"PPCC/name-name:ca/informes/informe-Andorra-Ordino_name-name:ca.tsv","relation",2804758,"Ordino","Andorra",7,"Q24272",252,150,12,11
"Xàtiva",444,273,0,0,FALSE,"PPCC/name-name:ca/informes/informe-PV-Xàtiva_name-name:ca.tsv","relation",343332,"Xàtiva","PV",8,"Q738013",614,363,0,0
"Calafell",384,272,2,2,FALSE,"PPCC/name-name:ca/informes/informe-Principat-Calafell_name-name:ca.tsv","relation",346549,"Calafell","Principat",8,"Q983637",2668,542,3,3
"Quart de Poblet",342,272,1,1,FALSE,"PPCC/name-name:ca/informes/informe-PV-Quart de Poblet_name-name:ca.tsv","relation",343964,"Quart de Poblet","PV",8,"Q945911",200,121,0,0
"Tivissa",355,272,1,1,FALSE,"PPCC/name-name:ca/informes/informe-Principat-Tivissa_name-name:ca.tsv","relation",344616,"Tivissa","Principat",8,"Q1230055",323,269,3,3
"Sant Lluís",325,269,0,0,FALSE,"PPCC/name-name:ca/informes/informe-Illes-Sant Lluís_name-name:ca.tsv","relation",1809121,"Sant Lluís","Illes",8,"Q984499",590,316,1,1
"Albaida",317,267,0,0,FALSE,"PPCC/name-name:ca/informes/informe-PV-Albaida_name-name:ca.tsv","relation",341832,"Albaida","PV",8,"Q1917834",294,201,0,0
"Conca de Dalt",301,267,13,11,FALSE,"PPCC/name-name:ca/informes/informe-Principat-Conca de Dalt_name-name:ca.tsv","relation",346989,"Conca de Dalt","Principat",8,"Q18259",271,234,8,8
"El Voló",353,267,1,1,FALSE,"PPCC/name-name:ca/informes/informe-CatNord-El Voló_name-name:ca.tsv","relation",18476,"Le Boulou","CatNord",8,"Q8672",11,11,0,0
"Alaró",309,264,2,2,FALSE,"PPCC/name-name:ca/informes/informe-Illes-Alaró_name-name:ca.tsv","relation",347548,"Alaró","Illes",8,"Q850939",331,236,0,0
"Baix Pallars",323,264,2,2,FALSE,"PPCC/name-name:ca/informes/informe-Principat-Baix Pallars_name-name:ca.tsv","relation",343315,"Baix Pallars","Principat",8,"Q12693",259,156,3,3
"Monòver",319,262,0,0,FALSE,"PPCC/name-name:ca/informes/informe-PV-Monòver_name-name:ca.tsv","relation",346025,"Monòver / Monóvar","PV",8,"Q1645615",364,275,0,0
"Selva",293,260,1,1,FALSE,"PPCC/name-name:ca/informes/informe-Illes-Selva_name-name:ca.tsv","relation",342251,"Selva","Illes",8,"Q984496",377,280,3,3
"Sant Just Desvern",384,259,4,4,FALSE,"PPCC/name-name:ca/informes/informe-Principat-Sant Just Desvern_name-name:ca.tsv","relation",347180,"Sant Just Desvern","Principat",8,"Q15641",644,287,4,4
"Sueca",326,258,0,0,FALSE,"PPCC/name-name:ca/informes/informe-PV-Sueca_name-name:ca.tsv","relation",340257,"Sueca","PV",8,"Q1552240",626,460,1,1
"Cabanes",396,257,0,0,FALSE,"PPCC/name-name:ca/informes/informe-PV-Cabanes_name-name:ca.tsv","relation",339849,"Cabanes","PV",8,"Q1646899",304,219,0,0
"Els banys d'Arles",363,257,0,0,FALSE,"PPCC/name-name:ca/informes/informe-CatNord-Els banys d'Arles_name-name:ca.tsv","relation",22588,"Amélie-les-Bains-Palalda","CatNord",8,"Q7152",44,30,0,0
"Bages de Rosselló",330,255,1,1,FALSE,"PPCC/name-name:ca/informes/informe-CatNord-Bages de Rosselló_name-name:ca.tsv","relation",273498,"Bages","CatNord",8,"Q955962",7,7,0,0
"Mura",330,255,1,1,FALSE,"PPCC/name-name:ca/informes/informe-Principat-Mura_name-name:ca.tsv","relation",340373,"Mura","Principat",8,"Q16722",486,346,2,2
"la Roca del Vallès",333,255,3,3,FALSE,"PPCC/name-name:ca/informes/informe-Principat-la Roca del Vallès_name-name:ca.tsv","relation",344204,"la Roca del Vallès","Principat",8,"Q15439",535,321,5,4
"Alboraia",302,254,1,1,FALSE,"PPCC/name-name:ca/informes/informe-PV-Alboraia_name-name:ca.tsv","relation",345248,"Alboraia / Alboraya","PV",8,"Q987383",261,91,0,0
"Bellver de Cerdanya",398,254,6,6,FALSE,"PPCC/name-name:ca/informes/informe-Principat-Bellver de Cerdanya_name-name:ca.tsv","relation",344261,"Bellver de Cerdanya","Principat",8,"Q13732",602,353,2,2
"Sineu",263,253,2,2,FALSE,"PPCC/name-name:ca/informes/informe-Illes-Sineu_name-name:ca.tsv","relation",346487,"Sineu","Illes",8,"Q943922",291,221,0,0
"les Franqueses del Vallès",366,253,3,3,FALSE,"PPCC/name-name:ca/informes/informe-Principat-les Franqueses del Vallès_name-name:ca.tsv","relation",342067,"les Franqueses del Vallès","Principat",8,"Q15412",713,425,3,3
"Salt",272,252,6,6,FALSE,"PPCC/name-name:ca/informes/informe-Principat-Salt_name-name:ca.tsv","relation",344934,"Salt","Principat",8,"Q13444",527,302,12,12
"Camprodon",283,250,24,24,FALSE,"PPCC/name-name:ca/informes/informe-Principat-Camprodon_name-name:ca.tsv","relation",344135,"Camprodon","Principat",8,"Q6944",419,287,19,18
"Castell-Platja d'Aro",343,250,2,2,FALSE,"PPCC/name-name:ca/informes/informe-Principat-Castell-Platja d'Aro_name-name:ca.tsv","relation",347518,"Castell-Platja d'Aro","Principat",8,"Q13467",958,442,6,5
"Molins de Rei",397,250,5,5,FALSE,"PPCC/name-name:ca/informes/informe-Principat-Molins de Rei_name-name:ca.tsv","relation",345583,"Molins de Rei","Principat",8,"Q15624",894,328,9,9
"es Mercadal",268,250,1,1,FALSE,"PPCC/name-name:ca/informes/informe-Illes-es Mercadal_name-name:ca.tsv","relation",1809115,"es Mercadal","Illes",8,"Q945653",404,206,0,0
"el Bruc",281,248,0,0,FALSE,"PPCC/name-name:ca/informes/informe-Principat-el Bruc_name-name:ca.tsv","relation",343718,"el Bruc","Principat",8,"Q15938",351,283,1,1
"Lladorre",307,247,2,2,FALSE,"PPCC/name-name:ca/informes/informe-Principat-Lladorre_name-name:ca.tsv","relation",346336,"Lladorre","Principat",8,"Q12668",151,104,2,2
"Llucena",330,247,0,0,FALSE,"PPCC/name-name:ca/informes/informe-PV-Llucena_name-name:ca.tsv","relation",342939,"Llucena / Lucena del Cid","PV",8,"Q601999",302,249,0,0
"Olèrdola",304,247,0,0,FALSE,"PPCC/name-name:ca/informes/informe-Principat-Olèrdola_name-name:ca.tsv","relation",346004,"Olèrdola","Principat",8,"Q1228441",389,255,2,2
"la Pobla de Benifassà",265,247,0,0,FALSE,"PPCC/name-name:ca/informes/informe-PV-la Pobla de Benifassà_name-name:ca.tsv","relation",347364,"la Pobla de Benifassà","PV",8,"Q744088",305,224,0,0
"Castellet i la Gornal",409,245,0,0,FALSE,"PPCC/name-name:ca/informes/informe-Principat-Castellet i la Gornal_name-name:ca.tsv","relation",339621,"Castellet i la Gornal","Principat",8,"Q1228799",379,246,0,0
"les Valls de Valira",339,245,3,3,FALSE,"PPCC/name-name:ca/informes/informe-Principat-les Valls de Valira_name-name:ca.tsv","relation",343017,"les Valls de Valira","Principat",8,"Q942294",296,179,1,1
"Vila-seca",345,244,5,5,FALSE,"PPCC/name-name:ca/informes/informe-Principat-Vila-seca_name-name:ca.tsv","relation",344923,"Vila-seca","Principat",8,"Q508754",871,287,6,6
"Esporles",271,243,7,7,FALSE,"PPCC/name-name:ca/informes/informe-Illes-Esporles_name-name:ca.tsv","relation",347247,"Esporles","Illes",8,"Q847321",334,246,2,2
"Alins",300,242,1,1,FALSE,"PPCC/name-name:ca/informes/informe-Principat-Alins_name-name:ca.tsv","relation",343634,"Alins","Principat",8,"Q12672",198,140,1,1
"Arbúcies",433,242,3,3,FALSE,"PPCC/name-name:ca/informes/informe-Principat-Arbúcies_name-name:ca.tsv","relation",348050,"Arbúcies","Principat",8,"Q13010",461,289,4,4
"Escaldes-Engordany",265,242,12,10,FALSE,"PPCC/name-name:ca/informes/informe-Andorra-Escaldes-Engordany_name-name:ca.tsv","relation",2804756,"Escaldes-Engordany","Andorra",7,"Q24286",259,155,19,10
"Ibi",298,242,0,0,FALSE,"PPCC/name-name:ca/informes/informe-PV-Ibi_name-name:ca.tsv","relation",343125,"Ibi","PV",8,"Q530567",91,66,0,0
"Montagut i Oix",284,242,3,3,FALSE,"PPCC/name-name:ca/informes/informe-Principat-Montagut i Oix_name-name:ca.tsv","relation",341147,"Montagut i Oix","Principat",8,"Q12609",285,212,2,2
"Vallirana",273,241,1,1,FALSE,"PPCC/name-name:ca/informes/informe-Principat-Vallirana_name-name:ca.tsv","relation",341899,"Vallirana","Principat",8,"Q15651",567,340,1,1
"Vilafranca del Penedès",379,241,4,4,FALSE,"PPCC/name-name:ca/informes/informe-Principat-Vilafranca del Penedès_name-name:ca.tsv","relation",344518,"Vilafranca del Penedès","Principat",8,"Q835012",912,475,9,9
"Xixona",290,240,2,2,FALSE,"PPCC/name-name:ca/informes/informe-PV-Xixona_name-name:ca.tsv","relation",346032,"Xixona / Jijona","PV",8,"Q747527",238,195,1,1
"Montferrer i Castellbò",318,239,6,5,FALSE,"PPCC/name-name:ca/informes/informe-Principat-Montferrer i Castellbò_name-name:ca.tsv","relation",346681,"Montferrer i Castellbò","Principat",8,"Q1752320",495,322,7,7
"Banyoles",340,238,3,3,FALSE,"PPCC/name-name:ca/informes/informe-Principat-Banyoles_name-name:ca.tsv","relation",343842,"Banyoles","Principat",8,"Q13614",1020,463,7,6
"Blanes",361,238,6,6,FALSE,"PPCC/name-name:ca/informes/informe-Principat-Blanes_name-name:ca.tsv","relation",348890,"Blanes","Principat",8,"Q12991",991,549,5,5
"Cervelló",294,238,1,1,FALSE,"PPCC/name-name:ca/informes/informe-Principat-Cervelló_name-name:ca.tsv","relation",344373,"Cervelló","Principat",8,"Q15599",511,344,2,2
"Porreres",244,238,0,0,FALSE,"PPCC/name-name:ca/informes/informe-Illes-Porreres_name-name:ca.tsv","relation",347645,"Porreres","Illes",8,"Q925773",240,200,2,2
"Salses",268,237,10,10,FALSE,"PPCC/name-name:ca/informes/informe-CatNord-Salses_name-name:ca.tsv","relation",1664395,"Salses-le-Château","CatNord",8,"Q821246",79,54,0,0
"Finestrat",263,236,0,0,FALSE,"PPCC/name-name:ca/informes/informe-PV-Finestrat_name-name:ca.tsv","relation",347686,"Finestrat","PV",8,"Q1646107",414,251,0,0
"la Pobla de Vallbona",284,235,0,0,FALSE,"PPCC/name-name:ca/informes/informe-PV-la Pobla de Vallbona_name-name:ca.tsv","relation",346557,"la Pobla de Vallbona","PV",8,"Q1982982",614,433,0,0
"Barberà del Vallès",311,232,4,4,FALSE,"PPCC/name-name:ca/informes/informe-Principat-Barberà del Vallès_name-name:ca.tsv","relation",341730,"Barberà del Vallès","Principat",8,"Q13916",755,302,6,6
"Sureda",314,232,2,2,FALSE,"PPCC/name-name:ca/informes/informe-CatNord-Sureda_name-name:ca.tsv","relation",18428,"Sorède","CatNord",8,"Q190385",40,27,0,0
"els Angles",327,232,0,0,FALSE,"PPCC/name-name:ca/informes/informe-CatNord-els Angles_name-name:ca.tsv","relation",53365,"Les Angles","CatNord",8,"Q1110114",26,9,0,0
"Castalla",303,231,1,1,FALSE,"PPCC/name-name:ca/informes/informe-PV-Castalla_name-name:ca.tsv","relation",344404,"Castalla","PV",8,"Q1646122",221,167,0,0
"Puigpunyent",249,230,1,1,FALSE,"PPCC/name-name:ca/informes/informe-Illes-Puigpunyent_name-name:ca.tsv","relation",347625,"Puigpunyent","Illes",8,"Q983625",211,173,0,0
"Cunit",307,227,3,3,FALSE,"PPCC/name-name:ca/informes/informe-Principat-Cunit_name-name:ca.tsv","relation",346230,"Cunit","Principat",8,"Q474489",2664,445,2,2
"Navès",254,227,2,2,FALSE,"PPCC/name-name:ca/informes/informe-Principat-Navès_name-name:ca.tsv","relation",346685,"Navès","Principat",8,"Q1917511",198,150,3,3
"Xaló",265,226,1,1,FALSE,"PPCC/name-name:ca/informes/informe-PV-Xaló_name-name:ca.tsv","relation",346030,"Xaló","PV",8,"Q1752098",128,89,2,2
"l'Alcora",379,225,0,0,FALSE,"PPCC/name-name:ca/informes/informe-PV-l'Alcora_name-name:ca.tsv","relation",344298,"l'Alcora","PV",8,"Q1635385",151,118,0,0
"Camarasa",254,224,5,5,FALSE,"PPCC/name-name:ca/informes/informe-Principat-Camarasa_name-name:ca.tsv","relation",339495,"Camarasa","Principat",8,"Q1995286",320,228,2,2
"les Llosses",281,223,1,1,FALSE,"PPCC/name-name:ca/informes/informe-Principat-les Llosses_name-name:ca.tsv","relation",345037,"les Llosses","Principat",8,"Q12275",247,178,0,0
"ses Salines",234,220,0,0,FALSE,"PPCC/name-name:ca/informes/informe-Illes-ses Salines_name-name:ca.tsv","relation",342250,"ses Salines","Illes",8,"Q783498",325,275,2,2
"Caldes de Montbui",291,219,4,4,FALSE,"PPCC/name-name:ca/informes/informe-Principat-Caldes de Montbui_name-name:ca.tsv","relation",348827,"Caldes de Montbui","Principat",8,"Q15400",686,406,5,5
"Isona i Conca Dellà",243,219,3,1,FALSE,"PPCC/name-name:ca/informes/informe-Principat-Isona i Conca Dellà_name-name:ca.tsv","relation",341807,"Isona i Conca Dellà","Principat",8,"Q18261",312,228,5,5
"Morellàs i les Illes",301,216,1,1,FALSE,"PPCC/name-name:ca/informes/informe-CatNord-Morellàs i les Illes_name-name:ca.tsv","relation",392304,"Maureillas-las-Illas","CatNord",8,"Q7972",47,41,0,0
"Pontellà",400,216,1,1,FALSE,"PPCC/name-name:ca/informes/informe-CatNord-Pontellà_name-name:ca.tsv","relation",23324,"Ponteilla","CatNord",8,"Q1369411",19,11,0,0
