"name:ca","nObjectes","nCasos","nObjectesNomWikidata","nCasosNomWikidata","revisat","informe","type","id","name","regio","admin_level","wikidata","nObjectesEditat","nCasosEditat","nObjectesNomWikidataEditat","nCasosNomWikidataEditat"
"Puigverd d'Agramunt",29,29,1,1,FALSE,"PPCC/name-name:ca/informes/informe-Principat-Puigverd d'Agramunt_name-name:ca.tsv","relation",344944,"Puigverd d'Agramunt","Principat",8,"Q1916297",91,50,1,1
"Sant Pau de Segúries",36,29,1,1,FALSE,"PPCC/name-name:ca/informes/informe-Principat-Sant Pau de Segúries_name-name:ca.tsv","relation",344628,"Sant Pau de Segúries","Principat",8,"Q12343",102,44,0,0
"Santa Llocaia",37,29,2,2,FALSE,"PPCC/name-name:ca/informes/informe-CatNord-Santa Llocaia_name-name:ca.tsv","relation",1952519,"Sainte-Léocadie","CatNord",8,"Q1369688",2,2,0,0
"Tarrés",42,29,0,0,FALSE,"PPCC/name-name:ca/informes/informe-Principat-Tarrés_name-name:ca.tsv","relation",342733,"Tarrés","Principat",8,"Q1770799",28,23,0,0
"Vilopriu",41,29,0,0,FALSE,"PPCC/name-name:ca/informes/informe-Principat-Vilopriu_name-name:ca.tsv","relation",347609,"Vilopriu","Principat",8,"Q13585",56,45,1,1
"la Mata",29,29,0,0,FALSE,"PPCC/name-name:ca/informes/informe-PV-la Mata_name-name:ca.tsv","relation",340487,"la Mata","PV",8,"Q1901661",33,20,0,0
"la Vajol",37,29,0,0,FALSE,"PPCC/name-name:ca/informes/informe-Principat-la Vajol_name-name:ca.tsv","relation",343841,"la Vajol","Principat",8,"Q6657",52,35,0,0
"les Oluges",36,29,0,0,FALSE,"PPCC/name-name:ca/informes/informe-Principat-les Oluges_name-name:ca.tsv","relation",342491,"les Oluges","Principat",8,"Q1917585",86,41,0,0
"Biure",47,28,1,1,FALSE,"PPCC/name-name:ca/informes/informe-Principat-Biure_name-name:ca.tsv","relation",347608,"Biure","Principat",8,"Q11236",67,35,0,0
"Bovera",28,28,0,0,FALSE,"PPCC/name-name:ca/informes/informe-Principat-Bovera_name-name:ca.tsv","relation",344257,"Bovera","Principat",8,"Q1770843",34,32,0,0
"Cantallops",31,28,0,0,FALSE,"PPCC/name-name:ca/informes/informe-Principat-Cantallops_name-name:ca.tsv","relation",347513,"Cantallops","Principat",8,"Q7086",86,52,0,0
"Cistella",55,28,1,1,FALSE,"PPCC/name-name:ca/informes/informe-Principat-Cistella_name-name:ca.tsv","relation",343221,"Cistella","Principat",8,"Q11291",65,46,0,0
"Gaianes",37,28,1,1,FALSE,"PPCC/name-name:ca/informes/informe-PV-Gaianes_name-name:ca.tsv","relation",342454,"Gaianes","PV",8,"Q1768853",47,38,0,0
"Montoliu de Lleida",42,28,2,2,FALSE,"PPCC/name-name:ca/informes/informe-Principat-Montoliu de Lleida_name-name:ca.tsv","relation",346683,"Montoliu de Lleida","Principat",8,"Q1901381",81,49,4,2
"Palanques",30,28,0,0,FALSE,"PPCC/name-name:ca/informes/informe-PV-Palanques_name-name:ca.tsv","relation",343020,"Palanques","PV",8,"Q843223",19,17,0,0
"Rugat",30,28,0,0,FALSE,"PPCC/name-name:ca/informes/informe-PV-Rugat_name-name:ca.tsv","relation",342344,"Rugat","PV",8,"Q1313164",49,40,0,0
"Ràfels",30,28,1,1,FALSE,"PPCC/name-name:ca/informes/informe-Franja-Ràfels_name-name:ca.tsv","relation",342891,"Ráfales / Ràfels","Franja",8,"Q1651261",2,2,0,0
"Sant Marçal",34,28,0,0,FALSE,"PPCC/name-name:ca/informes/informe-CatNord-Sant Marçal_name-name:ca.tsv","relation",2919179,"Saint-Marsal","CatNord",8,"Q971883",19,17,0,0
"Vall-llobrega",33,28,0,0,FALSE,"PPCC/name-name:ca/informes/informe-Principat-Vall-llobrega_name-name:ca.tsv","relation",343305,"Vall-llobrega","Principat",8,"Q13587",103,79,2,2
"Valljunquera",41,28,1,1,FALSE,"PPCC/name-name:ca/informes/informe-Franja-Valljunquera_name-name:ca.tsv","relation",339572,"Valjunquera / Valljunquera","Franja",8,"Q1651425",1,1,0,0
"Vilamalla",63,28,1,1,FALSE,"PPCC/name-name:ca/informes/informe-Principat-Vilamalla_name-name:ca.tsv","relation",342989,"Vilamalla","Principat",8,"Q12163",190,100,0,0
"Vilanova de Prades",30,28,0,0,FALSE,"PPCC/name-name:ca/informes/informe-Principat-Vilanova de Prades_name-name:ca.tsv","relation",340202,"Vilanova de Prades","Principat",8,"Q1233468",82,55,0,0
"l'Atzúbia",36,28,0,0,FALSE,"PPCC/name-name:ca/informes/informe-PV-l'Atzúbia_name-name:ca.tsv","relation",347420,"l'Atzúbia","PV",8,"Q618588",94,48,0,0
"les Borges del Camp",45,28,0,0,FALSE,"PPCC/name-name:ca/informes/informe-Principat-les Borges del Camp_name-name:ca.tsv","relation",346543,"les Borges del Camp","Principat",8,"Q1230160",101,78,1,1
"Bellmunt del Priorat",37,27,0,0,FALSE,"PPCC/name-name:ca/informes/informe-Principat-Bellmunt del Priorat_name-name:ca.tsv","relation",342336,"Bellmunt del Priorat","Principat",8,"Q1233531",68,43,3,3
"Bellvei",30,27,0,0,FALSE,"PPCC/name-name:ca/informes/informe-Principat-Bellvei_name-name:ca.tsv","relation",342341,"Bellvei","Principat",8,"Q1230086",146,104,1,1
"Benissanet",28,27,1,1,FALSE,"PPCC/name-name:ca/informes/informe-Principat-Benissanet_name-name:ca.tsv","relation",342339,"Benissanet","Principat",8,"Q607737",94,68,1,1
"Boadella i les Escaules",36,27,1,1,FALSE,"PPCC/name-name:ca/informes/informe-Principat-Boadella i les Escaules_name-name:ca.tsv","relation",348894,"Boadella i les Escaules","Principat",8,"Q11238",83,49,0,0
"Codalet",52,27,1,1,FALSE,"PPCC/name-name:ca/informes/informe-CatNord-Codalet_name-name:ca.tsv","relation",409332,"Codalet","CatNord",8,"Q1110132",1,1,0,0
"Conat",34,27,0,0,FALSE,"PPCC/name-name:ca/informes/informe-CatNord-Conat_name-name:ca.tsv","relation",2828302,"Conat","CatNord",8,"Q1093149",4,4,0,0
"Corbins",29,27,0,0,FALSE,"PPCC/name-name:ca/informes/informe-Principat-Corbins_name-name:ca.tsv","relation",343962,"Corbins","Principat",8,"Q1646595",145,81,1,1
"Crespià",42,27,1,1,FALSE,"PPCC/name-name:ca/informes/informe-Principat-Crespià_name-name:ca.tsv","relation",343222,"Crespià","Principat",8,"Q13610",72,43,1,1
"Escaró",29,27,1,1,FALSE,"PPCC/name-name:ca/informes/informe-CatNord-Escaró_name-name:ca.tsv","relation",2913461,"Escaro","CatNord",8,"Q578495",6,6,0,0
"Estaràs",38,27,0,0,FALSE,"PPCC/name-name:ca/informes/informe-Principat-Estaràs_name-name:ca.tsv","relation",346867,"Estaràs","Principat",8,"Q1905552",72,49,0,0
"Estavar",39,27,1,1,FALSE,"PPCC/name-name:ca/informes/informe-CatNord-Estavar_name-name:ca.tsv","relation",51547,"Estavar","CatNord",8,"Q190407",33,26,1,1
"Fórnols",28,27,1,1,FALSE,"PPCC/name-name:ca/informes/informe-Franja-Fórnols_name-name:ca.tsv","relation",347188,"Fórnoles / Fórnols","Franja",8,"Q2409408",2,2,0,0
"Golmés",34,27,0,0,FALSE,"PPCC/name-name:ca/informes/informe-Principat-Golmés_name-name:ca.tsv","relation",342363,"Golmés","Principat",8,"Q631603",160,113,1,1
"Granyena de les Garrigues",27,27,0,0,FALSE,"PPCC/name-name:ca/informes/informe-Principat-Granyena de les Garrigues_name-name:ca.tsv","relation",346071,"Granyena de les Garrigues","Principat",8,"Q1769597",49,42,0,0
"Masarac",37,27,2,2,FALSE,"PPCC/name-name:ca/informes/informe-Principat-Masarac_name-name:ca.tsv","relation",341140,"Masarac","Principat",8,"Q11347",76,36,1,1
"Mieres",29,27,0,0,FALSE,"PPCC/name-name:ca/informes/informe-Principat-Mieres_name-name:ca.tsv","relation",341144,"Mieres","Principat",8,"Q12604",86,56,3,3
"Miralcamp",52,27,0,0,FALSE,"PPCC/name-name:ca/informes/informe-Principat-Miralcamp_name-name:ca.tsv","relation",342134,"Miralcamp","Principat",8,"Q1769676",147,92,0,0
"Preixana",28,27,1,1,FALSE,"PPCC/name-name:ca/informes/informe-Principat-Preixana_name-name:ca.tsv","relation",342838,"Preixana","Principat",8,"Q1902046",60,45,0,0
"Roda de Ter",35,27,1,1,FALSE,"PPCC/name-name:ca/informes/informe-Principat-Roda de Ter_name-name:ca.tsv","relation",344206,"Roda de Ter","Principat",8,"Q13815",179,128,1,1
"Sant Jordi Desvalls",41,27,1,1,FALSE,"PPCC/name-name:ca/informes/informe-Principat-Sant Jordi Desvalls_name-name:ca.tsv","relation",340203,"Sant Jordi Desvalls","Principat",8,"Q13454",115,71,1,1
"Sant Ramon",29,27,0,0,FALSE,"PPCC/name-name:ca/informes/informe-Principat-Sant Ramon_name-name:ca.tsv","relation",340551,"Sant Ramon","Principat",8,"Q1917568",110,70,0,0
"Tavernes Blanques",35,27,0,0,FALSE,"PPCC/name-name:ca/informes/informe-PV-Tavernes Blanques_name-name:ca.tsv","relation",340261,"Tavernes Blanques","PV",8,"Q1109227",57,38,0,0
"el Vilosell",29,27,0,0,FALSE,"PPCC/name-name:ca/informes/informe-Principat-el Vilosell_name-name:ca.tsv","relation",343349,"el Vilosell","Principat",8,"Q1769601",54,48,1,1
"els Guiamets",47,27,1,1,FALSE,"PPCC/name-name:ca/informes/informe-Principat-els Guiamets_name-name:ca.tsv","relation",345944,"els Guiamets","Principat",8,"Q1230107",42,28,0,0
"l'Estany",32,27,0,0,FALSE,"PPCC/name-name:ca/informes/informe-Principat-l'Estany_name-name:ca.tsv","relation",339964,"l'Estany","Principat",8,"Q16694",73,61,1,1
"la Llosa de Ranes",36,27,0,0,FALSE,"PPCC/name-name:ca/informes/informe-PV-la Llosa de Ranes_name-name:ca.tsv","relation",347618,"la Llosa de Ranes","PV",8,"Q524464",95,64,0,0
"les Cluses",42,27,1,1,FALSE,"PPCC/name-name:ca/informes/informe-CatNord-les Cluses_name-name:ca.tsv","relation",2768133,"Les Cluses","CatNord",8,"Q730422",2,2,0,0
"Almiserà",30,26,0,0,FALSE,"PPCC/name-name:ca/informes/informe-PV-Almiserà_name-name:ca.tsv","relation",344742,"Almiserà","PV",8,"Q1918033",32,25,0,0
"Beniatjar",27,26,0,0,FALSE,"PPCC/name-name:ca/informes/informe-PV-Beniatjar_name-name:ca.tsv","relation",347000,"Beniatjar","PV",8,"Q384789",31,28,0,0
"Bot",26,26,1,1,FALSE,"PPCC/name-name:ca/informes/informe-Principat-Bot_name-name:ca.tsv","relation",346546,"Bot","Principat",8,"Q589488",67,38,0,0
"Font-rabiosa",37,26,0,0,FALSE,"PPCC/name-name:ca/informes/informe-CatNord-Font-rabiosa_name-name:ca.tsv","relation",2814982,"Fontrabiouse","CatNord",8,"Q1071929",5,5,0,0
"Masdenverge",30,26,1,1,FALSE,"PPCC/name-name:ca/informes/informe-Principat-Masdenverge_name-name:ca.tsv","relation",345952,"Masdenverge","Principat",8,"Q766912",74,52,1,1
"Massalavés",44,26,0,0,FALSE,"PPCC/name-name:ca/informes/informe-PV-Massalavés_name-name:ca.tsv","relation",343644,"Massalavés","PV",8,"Q1998512",78,57,0,0
"Massalcoreig",28,26,6,4,FALSE,"PPCC/name-name:ca/informes/informe-Principat-Massalcoreig_name-name:ca.tsv","relation",342139,"Massalcoreig","Principat",8,"Q1900753",61,49,0,0
"Perafita",31,26,2,2,FALSE,"PPCC/name-name:ca/informes/informe-Principat-Perafita_name-name:ca.tsv","relation",345698,"Perafita","Principat",8,"Q13795",73,52,0,0
"Preixens",27,26,2,1,FALSE,"PPCC/name-name:ca/informes/informe-Principat-Preixens_name-name:ca.tsv","relation",342839,"Preixens","Principat",8,"Q1766616",95,53,2,1
"Renau",33,26,0,0,FALSE,"PPCC/name-name:ca/informes/informe-Principat-Renau_name-name:ca.tsv","relation",340854,"Renau","Principat",8,"Q1233541",30,28,0,0
"Sellent",27,26,0,0,FALSE,"PPCC/name-name:ca/informes/informe-PV-Sellent_name-name:ca.tsv","relation",348405,"Sellent","PV",8,"Q2046224",26,20,0,0
"Terrateig",29,26,0,0,FALSE,"PPCC/name-name:ca/informes/informe-PV-Terrateig_name-name:ca.tsv","relation",342502,"Terrateig","PV",8,"Q2041965",37,28,0,0
"Vilalba Sasserra",30,26,0,0,FALSE,"PPCC/name-name:ca/informes/informe-Principat-Vilalba Sasserra_name-name:ca.tsv","relation",344515,"Vilalba Sasserra","Principat",8,"Q15461",39,25,1,1
"el Cogul",28,26,0,0,FALSE,"PPCC/name-name:ca/informes/informe-Principat-el Cogul_name-name:ca.tsv","relation",343960,"el Cogul","Principat",8,"Q1769580",46,35,1,1
"el Ràfol d'Almúnia",35,26,0,0,FALSE,"PPCC/name-name:ca/informes/informe-PV-el Ràfol d'Almúnia_name-name:ca.tsv","relation",340935,"el Ràfol d'Almúnia","PV",8,"Q1983198",34,21,0,0
"la Galera",30,26,0,0,FALSE,"PPCC/name-name:ca/informes/informe-Principat-la Galera_name-name:ca.tsv","relation",341700,"la Galera","Principat",8,"Q531755",84,60,0,0
"la Pera",29,26,0,0,FALSE,"PPCC/name-name:ca/informes/informe-Principat-la Pera_name-name:ca.tsv","relation",345219,"la Pera","Principat",8,"Q13518",102,58,0,0
"la Tallada d'Empordà",42,26,0,0,FALSE,"PPCC/name-name:ca/informes/informe-Principat-la Tallada d'Empordà_name-name:ca.tsv","relation",346726,"la Tallada d'Empordà","Principat",8,"Q13571",90,62,0,0
"Benissanó",34,25,0,0,FALSE,"PPCC/name-name:ca/informes/informe-PV-Benissanó_name-name:ca.tsv","relation",348971,"Benissanó","PV",8,"Q1772298",54,39,0,0
"Bràfim",37,25,0,0,FALSE,"PPCC/name-name:ca/informes/informe-Principat-Bràfim_name-name:ca.tsv","relation",346548,"Bràfim","Principat",8,"Q680718",82,56,0,0
"Campins",31,25,0,0,FALSE,"PPCC/name-name:ca/informes/informe-Principat-Campins_name-name:ca.tsv","relation",348830,"Campins","Principat",8,"Q15401",70,47,0,0
"Ciutadilla",29,25,0,0,FALSE,"PPCC/name-name:ca/informes/informe-Principat-Ciutadilla_name-name:ca.tsv","relation",343958,"Ciutadilla","Principat",8,"Q1769563",47,37,0,0
"Finestret",28,25,0,0,FALSE,"PPCC/name-name:ca/informes/informe-CatNord-Finestret_name-name:ca.tsv","relation",2858774,"Finestret","CatNord",8,"Q727456",30,25,0,0
"Forès",27,25,0,0,FALSE,"PPCC/name-name:ca/informes/informe-Principat-Forès_name-name:ca.tsv","relation",341702,"Forès","Principat",8,"Q1230137",55,38,0,0
"Llorac",27,25,0,0,FALSE,"PPCC/name-name:ca/informes/informe-Principat-Llorac_name-name:ca.tsv","relation",345945,"Llorac","Principat",8,"Q770259",61,49,0,0
"Mentet",28,25,1,1,FALSE,"PPCC/name-name:ca/informes/informe-CatNord-Mentet_name-name:ca.tsv","relation",2913805,"Mantet","CatNord",8,"Q1369164",18,15,0,0
"Millena",28,25,0,0,FALSE,"PPCC/name-name:ca/informes/informe-PV-Millena_name-name:ca.tsv","relation",346028,"Millena","PV",8,"Q1770111",23,18,0,0
"Montgai",32,25,1,1,FALSE,"PPCC/name-name:ca/informes/informe-Principat-Montgai_name-name:ca.tsv","relation",342142,"Montgai","Principat",8,"Q1769567",99,70,2,1
"Rigardà",28,25,0,0,FALSE,"PPCC/name-name:ca/informes/informe-CatNord-Rigardà_name-name:ca.tsv","relation",2858704,"Rigarda","CatNord",8,"Q1350716",27,20,0,0
"Rosselló",40,25,0,0,FALSE,"PPCC/name-name:ca/informes/informe-Principat-Rosselló_name-name:ca.tsv","relation",344948,"Rosselló","Principat",8,"Q1767001",148,87,6,2
"Sanet i els Negrals",33,25,0,0,FALSE,"PPCC/name-name:ca/informes/informe-PV-Sanet i els Negrals_name-name:ca.tsv","relation",340930,"Sanet y Negrals","PV",8,"Q1983216",32,15,0,0
"Sant Agustí de Lluçanès",29,25,0,0,FALSE,"PPCC/name-name:ca/informes/informe-Principat-Sant Agustí de Lluçanès_name-name:ca.tsv","relation",348949,"Sant Agustí de Lluçanès","Principat",8,"Q13817",32,25,0,0
"Tormos",27,25,0,0,FALSE,"PPCC/name-name:ca/informes/informe-PV-Tormos_name-name:ca.tsv","relation",341235,"Tormos","PV",8,"Q578908",20,15,0,0
"Vallclara",28,25,0,0,FALSE,"PPCC/name-name:ca/informes/informe-Principat-Vallclara_name-name:ca.tsv","relation",344624,"Vallclara","Principat",8,"Q538759",38,34,0,0
"els Pallaresos",37,25,0,0,FALSE,"PPCC/name-name:ca/informes/informe-Principat-els Pallaresos_name-name:ca.tsv","relation",340531,"els Pallaresos","Principat",8,"Q596705",192,136,1,1
"la Riera de Gaià",28,25,0,0,FALSE,"PPCC/name-name:ca/informes/informe-Principat-la Riera de Gaià_name-name:ca.tsv","relation",340850,"la Riera de Gaià","Principat",8,"Q1917540",54,43,0,0
"Aigües",26,24,0,0,FALSE,"PPCC/name-name:ca/informes/informe-PV-Aigües_name-name:ca.tsv","relation",347416,"Aigües","PV",8,"Q618657",60,50,0,0
"Cabanes",26,24,0,0,FALSE,"PPCC/name-name:ca/informes/informe-Principat-Cabanes_name-name:ca.tsv","relation",344126,"Cabanes","Principat",8,"Q11257",77,55,1,1
"Fillols",38,24,0,0,FALSE,"PPCC/name-name:ca/informes/informe-CatNord-Fillols_name-name:ca.tsv","relation",2862762,"Fillols","CatNord",8,"Q1369389",9,7,0,0
"La Torre del Comte",30,24,0,0,FALSE,"PPCC/name-name:ca/informes/informe-Franja-La Torre del Comte_name-name:ca.tsv","relation",339930,"Torre del Compte / La Torre del Comte","Franja",8,"Q1641245",2,2,0,0
"Real",24,24,0,0,FALSE,"PPCC/name-name:ca/informes/informe-PV-Real_name-name:ca.tsv","relation",342345,"Real","PV",8,"Q367253",61,55,0,0
"Sant Rafel del Riu",24,24,0,0,FALSE,"PPCC/name-name:ca/informes/informe-PV-Sant Rafel del Riu_name-name:ca.tsv","relation",342168,"San Rafael del Río","PV",8,"Q613582",8,8,0,0
"Torderes",36,24,0,0,FALSE,"PPCC/name-name:ca/informes/informe-CatNord-Torderes_name-name:ca.tsv","relation",23814,"Tordères","CatNord",8,"Q199824",12,11,0,0
"Vilar de Canes",37,24,1,1,FALSE,"PPCC/name-name:ca/informes/informe-PV-Vilar de Canes_name-name:ca.tsv","relation",346373,"Vilar de Canes","PV",8,"Q1767537",25,17,0,0
"el Far d'Empordà",58,24,0,0,FALSE,"PPCC/name-name:ca/informes/informe-Principat-el Far d'Empordà_name-name:ca.tsv","relation",348056,"el Far d'Empordà","Principat",8,"Q11309",83,54,2,2
"els Alamús",29,24,1,1,FALSE,"PPCC/name-name:ca/informes/informe-Principat-els Alamús_name-name:ca.tsv","relation",348141,"els Alamús","Principat",8,"Q1902061",63,50,0,0
"la Codonyera",34,24,1,1,FALSE,"PPCC/name-name:ca/informes/informe-Franja-la Codonyera_name-name:ca.tsv","relation",343894,"La Codoñera / la Codonyera","Franja",8,"Q1651558",1,1,0,0
"les Piles",27,24,0,0,FALSE,"PPCC/name-name:ca/informes/informe-Principat-les Piles_name-name:ca.tsv","relation",340534,"les Piles","Principat",8,"Q1248557",59,44,0,0
"Aldover",29,23,1,1,FALSE,"PPCC/name-name:ca/informes/informe-Principat-Aldover_name-name:ca.tsv","relation",342693,"Aldover","Principat",8,"Q978852",33,28,1,1
"Bellcaire d'Empordà",26,23,1,1,FALSE,"PPCC/name-name:ca/informes/informe-Principat-Bellcaire d'Empordà_name-name:ca.tsv","relation",343834,"Bellcaire d'Empordà","Principat",8,"Q13461",76,52,0,0
"Botarell",40,23,0,0,FALSE,"PPCC/name-name:ca/informes/informe-Principat-Botarell_name-name:ca.tsv","relation",346545,"Botarell","Principat",8,"Q1248482",67,44,0,0
"Castellnou de Seana",28,23,0,0,FALSE,"PPCC/name-name:ca/informes/informe-Principat-Castellnou de Seana_name-name:ca.tsv","relation",339502,"Castellnou de Seana","Principat",8,"Q1116148",82,53,4,2
"Castellvell del Camp",35,23,0,0,FALSE,"PPCC/name-name:ca/informes/informe-Principat-Castellvell del Camp_name-name:ca.tsv","relation",342006,"Castellvell del Camp","Principat",8,"Q1230080",148,110,0,0
"Colomers",33,23,0,0,FALSE,"PPCC/name-name:ca/informes/informe-Principat-Colomers_name-name:ca.tsv","relation",343218,"Colomers","Principat",8,"Q13469",50,34,0,0
"Flaçà",42,23,0,0,FALSE,"PPCC/name-name:ca/informes/informe-Principat-Flaçà_name-name:ca.tsv","relation",347768,"Flaçà","Principat",8,"Q13430",67,39,1,1
"Fortià",39,23,0,0,FALSE,"PPCC/name-name:ca/informes/informe-Principat-Fortià_name-name:ca.tsv","relation",343536,"Fortià","Principat",8,"Q11314",99,57,1,1
"Gorga",23,23,0,0,FALSE,"PPCC/name-name:ca/informes/informe-PV-Gorga_name-name:ca.tsv","relation",343119,"Gorga","PV",8,"Q1769746",32,25,4,2
"Ivorra",23,23,0,0,FALSE,"PPCC/name-name:ca/informes/informe-Principat-Ivorra_name-name:ca.tsv","relation",341806,"Ivorra","Principat",8,"Q943793",44,28,1,1
"Llocnou de Sant Jeroni",24,23,0,0,FALSE,"PPCC/name-name:ca/informes/informe-PV-Llocnou de Sant Jeroni_name-name:ca.tsv","relation",347622,"Llocnou de Sant Jeroni","PV",8,"Q2269903",31,30,0,0
"Montbrió del Camp",27,23,0,0,FALSE,"PPCC/name-name:ca/informes/informe-Principat-Montbrió del Camp_name-name:ca.tsv","relation",343936,"Montbrió del Camp","Principat",8,"Q1242365",150,87,1,1
"Orbanyà",28,23,0,0,FALSE,"PPCC/name-name:ca/informes/informe-CatNord-Orbanyà_name-name:ca.tsv","relation",2828560,"Urbanya","CatNord",8,"Q175206",3,3,0,0
"Salem",25,23,0,0,FALSE,"PPCC/name-name:ca/informes/informe-PV-Salem_name-name:ca.tsv","relation",348832,"Salem","PV",8,"Q737734",36,25,0,0
"Santa Fe del Penedès",24,23,1,1,FALSE,"PPCC/name-name:ca/informes/informe-Principat-Santa Fe del Penedès_name-name:ca.tsv","relation",346758,"Santa Fe del Penedès","Principat",8,"Q920409",51,37,0,0
"Tarerac",31,23,0,0,FALSE,"PPCC/name-name:ca/informes/informe-CatNord-Tarerac_name-name:ca.tsv","relation",2816871,"Tarerach","CatNord",8,"Q1350733",4,1,0,0
"Terrades",38,23,0,0,FALSE,"PPCC/name-name:ca/informes/informe-Principat-Terrades_name-name:ca.tsv","relation",346725,"Terrades","Principat",8,"Q11897",48,35,0,0
"Verges",23,23,1,1,FALSE,"PPCC/name-name:ca/informes/informe-Principat-Verges_name-name:ca.tsv","relation",347894,"Verges","Principat",8,"Q13586",57,44,0,0
"Vilanova de Bellpuig",25,23,1,1,FALSE,"PPCC/name-name:ca/informes/informe-Principat-Vilanova de Bellpuig_name-name:ca.tsv","relation",347878,"Vilanova de Bellpuig","Principat",8,"Q1903534",87,56,1,1
"el Camp de Mirra",23,23,0,0,FALSE,"PPCC/name-name:ca/informes/informe-PV-el Camp de Mirra_name-name:ca.tsv","relation",344405,"el Camp de Mirra / Campo de Mirra","PV",8,"Q1553410",36,31,0,0
"l'Alqueria de la Comtessa",34,23,0,0,FALSE,"PPCC/name-name:ca/informes/informe-PV-l'Alqueria de la Comtessa_name-name:ca.tsv","relation",344730,"l'Alqueria de la Comtessa","PV",8,"Q1919237",114,60,0,0
"Benicolet",24,22,0,0,FALSE,"PPCC/name-name:ca/informes/informe-PV-Benicolet_name-name:ca.tsv","relation",347001,"Benicolet","PV",8,"Q1919305",54,35,0,0
"Beniparrell",36,22,0,0,FALSE,"PPCC/name-name:ca/informes/informe-PV-Beniparrell_name-name:ca.tsv","relation",346112,"Beniparrell","PV",8,"Q953308",156,77,0,0
"Benissoda",29,22,0,0,FALSE,"PPCC/name-name:ca/informes/informe-PV-Benissoda_name-name:ca.tsv","relation",342153,"Benissoda","PV",8,"Q1919227",35,27,0,0
"Esterri de Cardós",24,22,0,0,FALSE,"PPCC/name-name:ca/informes/informe-Principat-Esterri de Cardós_name-name:ca.tsv","relation",346869,"Esterri de Cardós","Principat",8,"Q12669",40,16,1,1
"Foixà",22,22,1,1,FALSE,"PPCC/name-name:ca/informes/informe-Principat-Foixà_name-name:ca.tsv","relation",347773,"Foixà","Principat",8,"Q13465",64,57,2,2
"Granyena de Segarra",23,22,0,0,FALSE,"PPCC/name-name:ca/informes/informe-Principat-Granyena de Segarra_name-name:ca.tsv","relation",346072,"Granyena de Segarra","Principat",8,"Q1901194",34,19,0,0
"Jafre",28,22,1,1,FALSE,"PPCC/name-name:ca/informes/informe-Principat-Jafre_name-name:ca.tsv","relation",340345,"Jafre","Principat",8,"Q13471",35,25,0,0
"Montmaneu",33,22,0,0,FALSE,"PPCC/name-name:ca/informes/informe-Principat-Montmaneu_name-name:ca.tsv","relation",340381,"Montmaneu","Principat",8,"Q15955",30,22,1,1
"Sant Martí d'Albars",22,22,1,1,FALSE,"PPCC/name-name:ca/informes/informe-Principat-Sant Martí d'Albars_name-name:ca.tsv","relation",340442,"Sant Martí d'Albars","Principat",8,"Q13822",28,25,0,0
"Tírvia",27,22,2,2,FALSE,"PPCC/name-name:ca/informes/informe-Principat-Tírvia_name-name:ca.tsv","relation",347641,"Tírvia","Principat",8,"Q12678",42,24,2,2
"la Figuera",27,22,0,0,FALSE,"PPCC/name-name:ca/informes/informe-Principat-la Figuera_name-name:ca.tsv","relation",346237,"la Figuera","Principat",8,"Q985602",39,36,1,1
"la Fuliola",23,22,0,0,FALSE,"PPCC/name-name:ca/informes/informe-Principat-la Fuliola_name-name:ca.tsv","relation",342361,"la Fuliola","Principat",8,"Q1769687",95,71,0,0
"la Selva de Mar",27,22,0,0,FALSE,"PPCC/name-name:ca/informes/informe-Principat-la Selva de Mar_name-name:ca.tsv","relation",342517,"la Selva de Mar","Principat",8,"Q11886",52,31,1,1
"Albalat de la Ribera",28,21,0,0,FALSE,"PPCC/name-name:ca/informes/informe-PV-Albalat de la Ribera_name-name:ca.tsv","relation",341827,"Albalat de la Ribera","PV",8,"Q749696",120,88,0,0
"Belianes",22,21,0,0,FALSE,"PPCC/name-name:ca/informes/informe-Principat-Belianes_name-name:ca.tsv","relation",339823,"Belianes","Principat",8,"Q1902089",59,44,1,1
"Bonrepòs i Mirambell",29,21,0,0,FALSE,"PPCC/name-name:ca/informes/informe-PV-Bonrepòs i Mirambell_name-name:ca.tsv","relation",347018,"Bonrepòs i Mirambell","PV",8,"Q1312589",100,77,0,0
"Estubeny",28,21,0,0,FALSE,"PPCC/name-name:ca/informes/informe-PV-Estubeny_name-name:ca.tsv","relation",344267,"Estubeny","PV",8,"Q1998575",18,13,0,0
"Llanera de Ranes",33,21,0,0,FALSE,"PPCC/name-name:ca/informes/informe-PV-Llanera de Ranes_name-name:ca.tsv","relation",347617,"Llanera de Ranes","PV",8,"Q1807484",28,25,0,0
"Petrés",27,21,0,0,FALSE,"PPCC/name-name:ca/informes/informe-PV-Petrés_name-name:ca.tsv","relation",346849,"Petrés","PV",8,"Q2041882",42,37,0,0
"Riu de Cerdanya",22,21,0,0,FALSE,"PPCC/name-name:ca/informes/informe-Principat-Riu de Cerdanya_name-name:ca.tsv","relation",345921,"Riu de Cerdanya","Principat",8,"Q13764",65,33,0,0
"Santa Llogaia d'Àlguema",24,21,0,0,FALSE,"PPCC/name-name:ca/informes/informe-Principat-Santa Llogaia d'Àlguema_name-name:ca.tsv","relation",342521,"Santa Llogaia d'Àlguema","Principat",8,"Q11858",68,37,2,2
"el Milà",22,21,0,0,FALSE,"PPCC/name-name:ca/informes/informe-Principat-el Milà_name-name:ca.tsv","relation",343942,"el Milà","Principat",8,"Q541131",25,25,0,0
